gene,g1_ppi_score,hub_score_norm,archs4_coexpr,ppi_score_sum,label,dataset
ACTRT1,0.0,0.0,0.0,0.0,0,IFNG
ACTRT2,0.0,0.0,0.0,0.0,0,IFNG
ACTRT3,0.0,0.0,0.0,0.0,0,IFNG
ACVR1,0.0,0.0,0.0,0.0,0,IFNG
ACVR1B,0.0,0.0,0.0,0.0,0,IFNG
ACVR1C,0.0,0.0,0.0,0.0,0,IFNG
ACVR2A,0.0,0.0556,0.0,0.0417,0,IFNG
ACVR2B,0.0,0.0,0.0,0.0,0,IFNG
ACVRL1,0.0,0.0556,0.0,0.0379,0,IFNG
ACY1,0.0,0.0,0.0,0.0,0,IFNG
ACY3,0.0,0.0,0.0,0.0,0,IFNG
ACYP1,0.0,0.0,0.0,0.0,0,IFNG
ACYP2,0.0,0.0,0.0,0.0,0,IFNG
ADA,0.0,0.1111,0.0,0.1231,0,IFNG
ADAD1,0.0,0.0,0.0,0.0,0,IFNG
ADAD2,0.0,0.0,0.0,0.0,0,IFNG
ADAL,0.0,0.0,0.0,0.0,0,IFNG
ADAM10,0.622,0.0556,0.0,0.0474,0,IFNG
ADAM11,0.0,0.0,0.0,0.0,0,IFNG
ADAM12,0.0,0.0,0.0,0.0,0,IFNG
ADAM15,0.642,0.0556,0.0,0.0489,0,IFNG
ADAM17,0.0,0.0,0.0,0.0,0,IFNG
ADAM18,0.0,0.0,0.0,0.0,0,IFNG
ADAM19,0.0,0.0,0.0,0.0,0,IFNG
ADAM2,0.0,0.0,0.0,0.0,0,IFNG
ADAM20,0.0,0.0,0.0,0.0,0,IFNG
ADAM21,0.0,0.0,0.0,0.0,0,IFNG
ADAM22,0.0,0.0,0.0,0.0,0,IFNG
ADAM28,0.0,0.0,0.0,0.0,0,IFNG
ADAM29,0.0,0.0,0.0,0.0,0,IFNG
ADAM30,0.0,0.0,0.0,0.0,0,IFNG
ADAM32,0.0,0.0,0.0,0.0,0,IFNG
ADAM33,0.0,0.0,0.0,0.0,0,IFNG
ADAM7,0.0,0.0,0.0,0.0,0,IFNG
ADAM8,0.0,0.0,0.706,0.0,0,IFNG
ADAM9,0.0,0.0,0.0,0.0,0,IFNG
ADAMDEC1,0.0,0.0,0.0,0.0,0,IFNG
ADAMTS1,0.0,0.0,0.0,0.0,0,IFNG
ADAMTS10,0.0,0.0,0.0,0.0,0,IFNG
ADAMTS12,0.0,0.0,0.0,0.0,0,IFNG
ADAMTS13,0.0,0.0,0.0,0.0,0,IFNG
ADAMTS14,0.0,0.0,0.0,0.0,0,IFNG
ADAMTS15,0.0,0.0,0.0,0.0,0,IFNG
ADAMTS16,0.0,0.0,0.0,0.0,0,IFNG
ADAMTS17,0.0,0.0,0.0,0.0,0,IFNG
ADAMTS18,0.0,0.0,0.0,0.0,0,IFNG
ADAMTS19,0.0,0.0,0.0,0.0,0,IFNG
ADAMTS2,0.0,0.0,0.0,0.0,0,IFNG
ADAMTS20,0.0,0.0,0.0,0.0,0,IFNG
ADAMTS3,0.0,0.0,0.0,0.0,0,IFNG
ADAMTS4,0.0,0.0,0.0,0.0,0,IFNG
ADAMTS5,0.0,0.0,0.0,0.0,0,IFNG
ADAMTS6,0.0,0.0,0.0,0.0,0,IFNG
ADAMTS7,0.0,0.0,0.0,0.0,0,IFNG
ADAMTS8,0.0,0.0,0.0,0.0,0,IFNG
ADAMTS9,0.0,0.0,0.0,0.0,0,IFNG
ADAMTSL1,0.0,0.0,0.0,0.0,0,IFNG
ADAMTSL2,0.0,0.0,0.0,0.0,0,IFNG
ADAMTSL3,0.0,0.0,0.0,0.0,0,IFNG
ADAMTSL4,0.0,0.0,0.0,0.0,0,IFNG
ADAMTSL5,0.0,0.0,0.0,0.0,0,IFNG
ADAP1,0.0,0.0,0.0,0.0,0,IFNG
ADAP2,0.0,0.0,0.0,0.0,0,IFNG
ADAR,0.0,0.1667,0.0,0.1529,0,IFNG
ADARB1,0.0,0.0556,0.0,0.0485,0,IFNG
ADARB2,0.0,0.0,0.0,0.0,0,IFNG
ADAT1,0.0,0.0,0.0,0.0,0,IFNG
ADAT2,0.0,0.0,0.0,0.0,0,IFNG
ADCK1,0.0,0.0,0.0,0.0,0,IFNG
ADCK2,0.0,0.0,0.0,0.0,0,IFNG
ADCK5,0.0,0.0,0.0,0.0,0,IFNG
ADCY1,0.0,0.2222,0.0,0.2244,1,IFNG
ADCY10,0.0,0.1111,0.0,0.1204,0,IFNG
ADCY2,0.0,0.2222,0.0,0.2137,0,IFNG
ADCY4,0.0,0.2222,0.0,0.1916,0,IFNG
ADCY5,0.0,0.2778,0.0,0.2842,0,IFNG
ADCY6,0.0,0.2222,0.0,0.2185,0,IFNG
ADCY7,0.0,0.1667,0.0,0.1523,0,IFNG
ADCY8,0.0,0.2222,0.0,0.2293,0,IFNG
ADCY9,0.0,0.2222,0.0,0.2345,0,IFNG
ADCYAP1,0.0,0.0556,0.0,0.0695,0,IFNG
ADCYAP1R1,0.0,0.0,0.0,0.0,0,IFNG
ADD1,0.0,0.0,0.0,0.0,0,IFNG
ADD2,0.0,0.0,0.0,0.0,0,IFNG
ADD3,0.0,0.0,0.0,0.0,0,IFNG
ADGB,0.0,0.0,0.0,0.0,0,IFNG
ADGRA1,0.0,0.0,0.0,0.0,0,IFNG
ADGRA2,0.0,0.0,0.0,0.0,0,IFNG
ADGRA3,0.0,0.0,0.0,0.0,0,IFNG
ADGRB1,0.0,0.0,0.0,0.0,1,IFNG
ADGRB2,0.0,0.0,0.4955,0.0,1,IFNG
ADGRB3,0.0,0.0,0.0,0.0,0,IFNG
ADGRD1,0.0,0.0,0.0,0.0,0,IFNG
ADGRD2,0.0,0.0,0.0,0.0,0,IFNG
ADGRE1,0.0,0.0,0.6867,0.0,0,IFNG
ADGRE2,0.0,0.0,0.7115,0.0,0,IFNG
ADGRE3,0.0,0.0,0.0,0.0,0,IFNG
ADGRE5,0.0,0.0,0.5649,0.0,0,IFNG
ADGRF1,0.0,0.0,0.0,0.0,0,IFNG
ADGRF2,0.0,0.0,0.0,0.0,0,IFNG
ADGRF3,0.0,0.0,0.0,0.0,0,IFNG
ADGRF4,0.0,0.0,0.0,0.0,0,IFNG
ADGRF5,0.0,0.0,0.0,0.0,0,IFNG
ADGRG1,0.0,0.0,0.0,0.0,0,IFNG
ADGRG2,0.0,0.0,0.0,0.0,0,IFNG
ADGRG3,0.0,0.0,0.0,0.0,0,IFNG
ADGRG4,0.0,0.0,0.0,0.0,0,IFNG
ADGRG5,0.0,0.0,0.6908,0.0,0,IFNG
ADGRG6,0.0,0.0,0.0,0.0,0,IFNG
ADGRG7,0.0,0.0,0.0,0.0,0,IFNG
ADGRL1,0.0,0.0,0.4304,0.0,0,IFNG
ADGRL2,0.0,0.0,0.0,0.0,0,IFNG
ADGRL3,0.0,0.0,0.0,0.0,0,IFNG
ADGRL4,0.0,0.0,0.0,0.0,0,IFNG
ADGRV1,0.0,0.0,0.0,0.0,0,IFNG
ADH1A,0.0,0.0,0.0,0.0,0,IFNG
ADH1B,0.0,0.0,0.0,0.0,0,IFNG
ADH1C,0.0,0.0,0.0,0.0,0,IFNG
ADH4,0.0,0.0,0.0,0.0,0,IFNG
ADH5,0.0,0.0,0.0,0.0,0,IFNG
ADH6,0.0,0.0,0.0,0.0,0,IFNG
ADH7,0.0,0.0,0.0,0.0,0,IFNG
ADHFE1,0.0,0.0556,0.0,0.0382,0,IFNG
ADI1,0.0,0.0,0.0,0.0,0,IFNG
ADIG,0.0,0.0,0.0,0.0,0,IFNG
ADIPOQ,0.0,0.0556,0.0,0.038,0,IFNG
ADIPOR1,0.0,0.0,0.0,0.0,0,IFNG
ADIPOR2,0.0,0.0,0.0,0.0,0,IFNG
ADIRF,0.0,0.0,0.0,0.0,0,IFNG
ADISSP,0.0,0.0,0.0,0.0,0,IFNG
ADK,0.0,0.1111,0.0,0.1231,0,IFNG
ADM,0.0,0.0,0.0,0.0,0,IFNG
ADM2,0.0,0.0,0.0,0.0,0,IFNG
ADM5,0.0,0.0,0.0,0.0,0,IFNG
ADNP,0.424,0.0556,0.0,0.0323,0,IFNG
ADNP2,0.0,0.0,0.0,0.0,0,IFNG
ADO,0.0,0.0,0.0,0.0,0,IFNG
ADORA1,0.0,0.1111,0.0,0.1105,0,IFNG
ADORA2A,0.0,0.0556,0.0,0.0659,0,IFNG
ADORA2B,0.0,0.1111,0.0,0.1292,0,IFNG
ADORA3,0.0,0.0556,0.0,0.0468,0,IFNG
ADPGK,0.0,0.0556,0.0,0.0329,1,IFNG
ADPRH,0.0,0.0,0.0,0.0,0,IFNG
ADPRHL1,0.0,0.0,0.0,0.0,0,IFNG
ADPRM,0.0,0.0,0.0,0.0,0,IFNG
ADPRS,0.0,0.0,0.0,0.0,0,IFNG
ADRA1B,0.0,0.0,0.0,0.0,0,IFNG
ADRA1D,0.0,0.0,0.0,0.0,0,IFNG
ADRA2A,0.0,0.0,0.0,0.0,0,IFNG
ADRA2B,0.0,0.0,0.0,0.0,0,IFNG
ADRA2C,0.0,0.0,0.0,0.0,0,IFNG
ADRB1,0.0,0.0,0.0,0.0,0,IFNG
ADRB2,0.0,0.1667,0.0,0.1398,0,IFNG
ADRB3,0.0,0.0,0.0,0.0,0,IFNG
ADRM1,0.0,0.1111,0.0,0.1523,0,IFNG
ADSS1,0.0,0.0556,0.0,0.0692,0,IFNG
ADSS2,0.0,0.0556,0.0,0.0692,0,IFNG
ADTRP,0.0,0.0,0.0,0.0,0,IFNG
AEBP1,0.0,0.0,0.0,0.0,0,IFNG
AEBP2,0.0,0.0,0.0,0.0,0,IFNG
AEN,0.0,0.0,0.0,0.0,0,IFNG
AFAP1,0.0,0.0,0.0,0.0,0,IFNG
AFAP1L1,0.0,0.0,0.0,0.0,0,IFNG
AFAP1L2,0.0,0.0,0.0,0.0,0,IFNG
AFDN,0.0,0.0,0.0,0.0,0,IFNG
AFF1,0.0,0.1667,0.0,0.1695,0,IFNG
AFF2,0.0,0.0,0.0,0.0,0,IFNG
AFF3,0.0,0.0556,0.0,0.0722,0,IFNG
AFF4,0.0,0.0556,0.0,0.0762,0,IFNG
AFG1L,0.0,0.0,0.0,0.0,0,IFNG
AFG2A,0.0,0.0,0.0,0.0,1,IFNG
AFG2B,0.0,0.0,0.0,0.0,0,IFNG
AFG3L2,0.0,0.0,0.0,0.0,0,IFNG
AFM,0.0,0.0,0.0,0.0,0,IFNG
AFMID,0.0,0.0,0.0,0.0,0,IFNG
AFP,0.0,0.0,0.0,0.0,0,IFNG
AFTPH,0.0,0.0556,0.0,0.0412,0,IFNG
AGA,0.0,0.0,0.0,0.0,0,IFNG
AGAP1,0.0,0.0,0.4298,0.0,0,IFNG
AGAP11,0.0,0.0,0.0,0.0,0,IFNG
AGAP2,0.0,0.0,0.0,0.0,0,IFNG
AGAP3,0.0,0.0,0.0,0.0,0,IFNG
AGAP4,0.0,0.0,0.0,0.0,0,IFNG
AGAP5,0.0,0.0,0.0,0.0,0,IFNG
AGAP6,0.0,0.0,0.0,0.0,0,IFNG
AGAP9,0.0,0.0,0.0,0.0,0,IFNG
AGBL1,0.0,0.0,0.0,0.0,0,IFNG
AGBL2,0.0,0.0,0.0,0.0,0,IFNG
AGBL3,0.0,0.0,0.0,0.0,0,IFNG
AGBL4,0.0,0.0,0.0,0.0,0,IFNG
AGBL5,0.0,0.0,0.0,0.0,0,IFNG
AGER,0.583,0.0556,0.0,0.0444,0,IFNG
AGFG1,0.0,0.1111,0.0,0.0778,0,IFNG
AGFG2,0.0,0.0,0.0,0.0,0,IFNG
AGGF1,0.0,0.0,0.3757,0.0,0,IFNG
AGK,0.0,0.0,0.0,0.0,0,IFNG
AGL,0.0,0.0,0.0,0.0,0,IFNG
AGMAT,0.0,0.0,0.0,0.0,0,IFNG
AGMO,0.0,0.0,0.0,0.0,0,IFNG
AGO1,0.0,0.0556,0.0,0.0496,0,IFNG
AGO2,0.0,0.1667,0.0,0.1409,0,IFNG
AGO3,0.0,0.0556,0.0,0.0384,0,IFNG
AGO4,0.0,0.0,0.0,0.0,1,IFNG
AGPAT1,0.0,0.0,0.0,0.0,0,IFNG
AGPAT2,0.0,0.0,0.0,0.0,0,IFNG
AGPAT3,0.0,0.0,0.0,0.0,0,IFNG
AGPAT4,0.0,0.0,0.0,0.0,0,IFNG
AGPAT5,0.0,0.0,0.0,0.0,0,IFNG
AGPS,0.0,0.0,0.0,0.0,0,IFNG
AGR2,0.0,0.0,0.0,0.0,0,IFNG
AGR3,0.0,0.0,0.0,0.0,0,IFNG
AGRN,0.0,0.0556,0.0,0.0347,0,IFNG
AGRP,0.0,0.0556,0.0,0.0313,0,IFNG
AGTPBP1,0.0,0.0,0.0,0.0,0,IFNG
AGTR1,0.0,0.0556,0.0,0.0384,0,IFNG
AGTR2,0.0,0.0,0.0,0.0,0,IFNG
AGTRAP,0.0,0.0,0.0,0.0,0,IFNG
AGXT,0.0,0.0,0.0,0.0,0,IFNG
AGXT2,0.0,0.0,0.0,0.0,0,IFNG
AHCTF1,0.0,0.0,0.3659,0.0,0,IFNG
AHCYL1,0.0,0.0,0.0,0.0,0,IFNG
AHCYL2,0.0,0.0,0.0,0.0,0,IFNG
AHDC1,0.0,0.0,0.0,0.0,1,IFNG
AHI1,0.0,0.0,0.0,0.0,0,IFNG
AHNAK,0.0,0.0,0.0,0.0,0,IFNG
AHNAK2,0.0,0.0,0.0,0.0,0,IFNG
AHR,0.0,0.0,0.0,0.0,1,IFNG
AHRR,0.0,0.0,0.0,0.0,0,IFNG
AHSA1,0.0,0.0556,0.0,0.0709,0,IFNG
AHSA2,0.0,0.0,0.0,0.0,0,IFNG
AHSG,0.0,0.0,0.0,0.0,0,IFNG
AHSP,0.0,0.0,0.0,0.0,0,IFNG
AICDA,0.0,0.0556,0.0,0.0361,0,IFNG
AIDA,0.0,0.0,0.0,0.0,1,IFNG
AIF1,0.0,0.1111,0.7344,0.0903,0,IFNG
AIF1L,0.0,0.0,0.0,0.0,0,IFNG
AIFM1,0.0,0.0,0.0,0.0,0,IFNG
AIFM2,0.0,0.0,0.0,0.0,0,IFNG
AIFM3,0.0,0.0,0.0,0.0,0,IFNG
AIG1,0.0,0.0,0.0,0.0,0,IFNG
AIM2,0.0,0.1111,0.0,0.1081,0,IFNG
AIMP1,0.0,0.0556,0.0,0.043,0,IFNG
AIMP2,0.0,0.0,0.0,0.0,0,IFNG
AIPL1,0.0,0.0,0.0,0.0,0,IFNG
AIRE,0.629,0.0556,0.0,0.048,0,IFNG
AIRIM,0.0,0.0,0.0,0.0,0,IFNG
AJAP1,0.0,0.0,0.0,0.0,0,IFNG
AJM1,0.0,0.0,0.0,0.0,0,IFNG
AJUBA,0.0,0.0,0.0,0.0,0,IFNG
AK1,0.0,0.0556,0.0,0.056,0,IFNG
AK2,0.0,0.0556,0.0,0.0544,0,IFNG
AK4,0.0,0.0556,0.0,0.0554,0,IFNG
